area,membersAccessible,region,pokemon,pokedexNumber,morning,day,night,membership,heldItem,tier,levels
Lake Valor,,Sinnoh,Golduck,55,Morning,Day,Night,,,3,35-39
Lake Valor,,Sinnoh,Lickitung,108,Morning,Day,Night,,,6,35-39
Lake Valor,,Sinnoh,Noctowl,164,Morning,Day,Night,,,3,35-39
Lake Valor,,Sinnoh,Wobbuffet,202,Morning,Day,Night,#FF00BF,,8,35-39
Lake Valor,,Sinnoh,Staravia,397,Morning,Day,Night,,,6,35-39
Lake Valor,,Sinnoh,Bibarel,400,Morning,Day,Night,,,2,35-39
Lake Valor,,Sinnoh,Chingling,433,Morning,Day,Night,,,6,35-39
Lake Verity,,Sinnoh,Psyduck,54,Morning,Day,Night,,,1,2-5
Lake Verity,,Sinnoh,Surskit,283,Morning,Day,Night,,,4,2-5
Lake Verity,,Sinnoh,Wynaut,360,Morning,Day,Night,,,8,6-9
Lake Verity,,Sinnoh,Starly,396,Morning,Day,Night,,,6,2-5
Lake Verity,,Sinnoh,Cherubi,420,Morning,Day,Night,,[[Coba Berry]],1,2-5
Leev Town,#FF00BF,Hoenn,Starly,396,,Day,,,,9,20-24
Leev Town,#FF00BF,Hoenn,Vullaby,629,Morning,,Night,,,9,21-25
Leev Town,#FF00B,Hoenn,Combee,415,Morning,Day,Night,,,5,20-24
Leev Town,#FF00B,Hoenn,Kecleon,352,Morning,Day,Night,,,4,20-24
Leev Town,#FF00B,Hoenn,Patrat,504,Morning,Day,Night,,,2,20-24
Leev Town,#FF00B,Hoenn,Rattata,19,Morning,Day,Night,,,1,20-24
Leev Town,#FF00B,Hoenn,Spinda,327,Morning,Day,Night,,,3,20-24
Leev Town Port,#FF00B,Hoenn,Chansey,113,Morning,Day,Night,,,9,20-24
Leev Town Port,#FF00B,Hoenn,Drowzee,96,Morning,Day,Night,,,2,20-24
Leev Town Port,#FF00B,Hoenn,Gulpin,316,Morning,Day,Night,,[[Big Pearl]],8,20-24
Leev Town Port,#FF00B,Hoenn,Jigglypuff,39,Morning,Day,Night,,,5,20-24
Leev Town Port,#FF00B,Hoenn,Patrat,504,Morning,Day,Night,,,1,20-24
Leev Town Port,#FF00B,Hoenn,Snubbull,209,Morning,Day,Night,,,3,20-24
Leev Town Port,#FF00B,Hoenn,Zigzagoon,263,Morning,Day,Night,,[[Oran Berry]],1,20-24
Lost Cave Entrance,#FF00BF,Sevii Islands,Golbat,42,Morning,Day,Night,,,3,18-24
Lost Cave Entrance,#FF00BF,Sevii Islands,Zubat,41,Morning,Day,Night,,,1,15-21
Lost Cave 1F2,#FF00BF,Sevii Islands,Murkrow,198,,,Night,,,8,30-48
Lost Cave 1F2,#FF00BF,Sevii Islands,Gastly,92,Morning,Day,Night,,,3,30-48
Lost Cave 1F2,#FF00BF,Sevii Islands,Golbat,42,Morning,Day,Night,,,3,30-48
Lost Cave 1F2,#FF00BF,Sevii Islands,Haunter,93,Morning,Day,Night,,,8,30-48
Lost Cave 1F2,#FF00BF,Sevii Islands,Misdreavus,200,Morning,Day,Night,,[[Spell Tag]],8,30-48
Lost Cave 1F2,#FF00BF,Sevii Islands,Zubat,41,Morning,Day,Night,,,1,30-48
Lost Cave 1F3,#FF00BF,Sevii Islands,Murkrow,198,,,Night,,,8,30-48
Lost Cave 1F3,#FF00BF,Sevii Islands,Gastly,92,Morning,Day,Night,,,3,30-48
Lost Cave 1F3,#FF00BF,Sevii Islands,Golbat,42,Morning,Day,Night,,,3,30-48
Lost Cave 1F3,#FF00BF,Sevii Islands,Haunter,93,Morning,Day,Night,,,5,30-48
Lost Cave 1F3,#FF00BF,Sevii Islands,Misdreavus,200,Morning,Day,Night,,[[Spell Tag]],6,30-48
Lost Cave 1F3,#FF00BF,Sevii Islands,Zubat,41,Morning,Day,Night,,,1,30-48
Lost Cave 1F4,#FF00BF,Sevii Islands,Murkrow,198,,,Night,,,8,30-48
Lost Cave 1F4,#FF00BF,Sevii Islands,Gastly,92,Morning,Day,Night,,,3,30-48
Lost Cave 1F4,#FF00BF,Sevii Islands,Golbat,42,Morning,Day,Night,,,3,30-48
Lost Cave 1F4,#FF00BF,Sevii Islands,Haunter,93,Morning,Day,Night,,,5,30-48
Lost Cave 1F4,#FF00BF,Sevii Islands,Misdreavus,200,Morning,Day,Night,,[[Spell Tag]],6,30-48
Lost Cave 1F4,#FF00BF,Sevii Islands,Zubat,41,Morning,Day,Night,,,1,30-48
Lost Cave 1F5,#FF00BF,Sevii Islands,Murkrow,198,,,Night,,,8,30-48
Lost Cave 1F5,#FF00BF,Sevii Islands,Gastly,92,Morning,Day,Night,,,3,30-48
Lost Cave 1F5,#FF00BF,Sevii Islands,Golbat,42,Morning,Day,Night,,,3,30-48
Lost Cave 1F5,#FF00BF,Sevii Islands,Haunter,93,Morning,Day,Night,,,5,30-48
Lost Cave 1F5,#FF00BF,Sevii Islands,Misdreavus,200,Morning,Day,Night,,[[Spell Tag]],6,30-48
Lost Cave 1F5,#FF00BF,Sevii Islands,Zubat,41,Morning,Day,Night,,,1,30-48
Lost Cave 1F6,#FF00BF,Sevii Islands,Murkrow,198,,,Night,,,8,30-48
Lost Cave 1F6,#FF00BF,Sevii Islands,Gastly,92,Morning,Day,Night,,,3,30-48
Lost Cave 1F6,#FF00BF,Sevii Islands,Golbat,42,Morning,Day,Night,,,3,30-48
Lost Cave 1F6,#FF00BF,Sevii Islands,Haunter,93,Morning,Day,Night,,,5,30-48
Lost Cave 1F6,#FF00BF,Sevii Islands,Misdreavus,200,Morning,Day,Night,,[[Spell Tag]],6,30-48
Lost Cave 1F6,#FF00BF,Sevii Islands,Zubat,41,Morning,Day,Night,,,1,30-48
Lost Cave 1F7,#FF00BF,Sevii Islands,Murkrow,198,,,Night,,,8,30-48
Lost Cave 1F7,#FF00BF,Sevii Islands,Gastly,92,Morning,Day,Night,,,3,30-48
Lost Cave 1F7,#FF00BF,Sevii Islands,Golbat,42,Morning,Day,Night,,,3,30-48
Lost Cave 1F7,#FF00BF,Sevii Islands,Haunter,93,Morning,Day,Night,,,5,30-48
Lost Cave 1F7,#FF00BF,Sevii Islands,Misdreavus,200,Morning,Day,Night,,[[Spell Tag]],6,30-48
Lost Cave 1F7,#FF00BF,Sevii Islands,Zubat,41,Morning,Day,Night,,,1,30-48
Lost Cave 1F8,#FF00BF,Sevii Islands,Murkrow,198,,,Night,,,8,30-48
Lost Cave 1F8,#FF00BF,Sevii Islands,Gastly,92,Morning,Day,Night,,,3,30-48
Lost Cave 1F8,#FF00BF,Sevii Islands,Golbat,42,Morning,Day,Night,,,3,30-48
Lost Cave 1F8,#FF00BF,Sevii Islands,Haunter,93,Morning,Day,Night,,,5,30-48
Lost Cave 1F8,#FF00BF,Sevii Islands,Misdreavus,200,Morning,Day,Night,,[[Spell Tag]],6,30-48
Lost Cave 1F8,#FF00BF,Sevii Islands,Zubat,41,Morning,Day,Night,,,1,30-48
Lost Cave 1F9,#FF00BF,Sevii Islands,Murkrow,198,,,Night,,,8,30-48
Lost Cave 1F9,#FF00BF,Sevii Islands,Gastly,92,Morning,Day,Night,,,3,30-48
Lost Cave 1F9,#FF00BF,Sevii Islands,Golbat,42,Morning,Day,Night,,,3,30-48
Lost Cave 1F9,#FF00BF,Sevii Islands,Haunter,93,Morning,Day,Night,,,5,30-48
Lost Cave 1F9,#FF00BF,Sevii Islands,Misdreavus,200,Morning,Day,Night,,[[Spell Tag]],6,30-48
Lost Cave 1F9,#FF00BF,Sevii Islands,Zubat,41,Morning,Day,Night,,,1,30-48
Lost Cave 1F10,#FF00BF,Sevii Islands,Murkrow,198,,,Night,,,8,30-48
Lost Cave 1F10,#FF00BF,Sevii Islands,Gastly,92,Morning,Day,Night,,,3,30-48
Lost Cave 1F10,#FF00BF,Sevii Islands,Golbat,42,Morning,Day,Night,,,3,30-48
Lost Cave 1F10,#FF00BF,Sevii Islands,Haunter,93,Morning,Day,Night,,,5,30-48
Lost Cave 1F10,#FF00BF,Sevii Islands,Misdreavus,200,Morning,Day,Night,,[[Spell Tag]],6,30-48
Lost Cave 1F10,#FF00BF,Sevii Islands,Zubat,41,Morning,Day,Night,,,1,30-48
Lost Cave 1F11,#FF00BF,Sevii Islands,Murkrow,198,,,Night,,,8,30-48
Lost Cave 1F11,#FF00BF,Sevii Islands,Gastly,92,Morning,Day,Night,,,3,30-48
Lost Cave 1F11,#FF00BF,Sevii Islands,Golbat,42,Morning,Day,Night,,,3,30-48
Lost Cave 1F11,#FF00BF,Sevii Islands,Haunter,93,Morning,Day,Night,,,5,30-48
Lost Cave 1F11,#FF00BF,Sevii Islands,Misdreavus,200,Morning,Day,Night,,[[Spell Tag]],6,30-48
Lost Cave 1F11,#FF00BF,Sevii Islands,Zubat,41,Morning,Day,Night,,,1,30-48
Lost Cave 1F12,#FF00BF,Sevii Islands,Murkrow,198,,,Night,,,8,30-48
Lost Cave 1F12,#FF00BF,Sevii Islands,Gastly,92,Morning,Day,Night,,,3,30-48
Lost Cave 1F12,#FF00BF,Sevii Islands,Golbat,42,Morning,Day,Night,,,3,30-48
Lost Cave 1F12,#FF00BF,Sevii Islands,Haunter,93,Morning,Day,Night,,,5,30-48
Lost Cave 1F12,#FF00BF,Sevii Islands,Misdreavus,200,Morning,Day,Night,,[[Spell Tag]],6,30-48
Lost Cave 1F12,#FF00BF,Sevii Islands,Zubat,41,Morning,Day,Night,,,1,30-48
Lost Cave 1F13,#FF00BF,Sevii Islands,Duskull,355,,,Night,,[[Reaper Cloth]],8,30-48
Lost Cave 1F13,#FF00BF,Sevii Islands,Murkrow,198,,,Night,,,8,30-48
Lost Cave 1F13,#FF00BF,Sevii Islands,Gastly,92,Morning,Day,Night,,,3,30-48
Lost Cave 1F13,#FF00BF,Sevii Islands,Golbat,42,Morning,Day,Night,,,3,30-48
Lost Cave 1F13,#FF00BF,Sevii Islands,Haunter,93,Morning,Day,Night,,,5,30-48
Lost Cave 1F13,#FF00BF,Sevii Islands,Misdreavus,200,Morning,Day,Night,,[[Spell Tag]],6,30-48
Lost Cave 1F13,#FF00BF,Sevii Islands,Zubat,41,Morning,Day,Night,,,1,30-48
Lost Cave 1F14,#FF00BF,Sevii Islands,Murkrow,198,,,Night,,,8,30-48
Lost Cave 1F14,#FF00BF,Sevii Islands,Gastly,92,Morning,Day,Night,,,3,30-48
Lost Cave 1F14,#FF00BF,Sevii Islands,Golbat,42,Morning,Day,Night,,,3,30-48
Lost Cave 1F14,#FF00BF,Sevii Islands,Haunter,93,Morning,Day,Night,,,5,30-48
Lost Cave 1F14,#FF00BF,Sevii Islands,Misdreavus,200,Morning,Day,Night,,[[Spell Tag]],6,30-48
Lost Cave 1F14,#FF00BF,Sevii Islands,Zubat,41,Morning,Day,Night,,,1,30-48
Lost Tower 1F,,Sinnoh,Duskull,355,Morning,Day,Night,,,7,17-27
Lost Tower 1F,,Sinnoh,Gastly,92,Morning,Day,Night,,,3,17-27
Lost Tower 1F,,Sinnoh,Misdreavus,200,Morning,Day,Night,,,6,17-27
Lost Tower 1F,,Sinnoh,Murkrow,198,Morning,Day,Night,,,8,17-27
Lost Tower 1F,,Sinnoh,Zubat,41,Morning,Day,Night,,,1,17-27
Lost Tower 2F,,Sinnoh,Duskull,355,Morning,Day,Night,,,7,17-27
Lost Tower 2F,,Sinnoh,Gastly,92,Morning,Day,Night,,,3,17-27
Lost Tower 2F,,Sinnoh,Misdreavus,200,Morning,Day,Night,,,6,17-27
Lost Tower 2F,,Sinnoh,Murkrow,198,Morning,Day,Night,,,8,17-27
Lost Tower 2F,,Sinnoh,Zubat,41,Morning,Day,Night,,,1,17-27
Lost Tower 3F,,Sinnoh,Duskull,355,Morning,Day,Night,,,7,17-27
Lost Tower 3F,,Sinnoh,Gastly,92,Morning,Day,Night,,,3,17-27
Lost Tower 3F,,Sinnoh,Misdreavus,200,Morning,Day,Night,,,6,17-27
Lost Tower 3F,,Sinnoh,Murkrow,198,Morning,Day,Night,,,8,17-27
Lost Tower 3F,,Sinnoh,Zubat,41,Morning,Day,Night,,,1,17-27
Lost Tower 4F,,Sinnoh,Duskull,355,Morning,Day,Night,,,7,17-27
Lost Tower 4F,,Sinnoh,Gastly,92,Morning,Day,Night,,,3,17-27
Lost Tower 4F,,Sinnoh,Misdreavus,200,Morning,Day,Night,,,6,17-27
Lost Tower 4F,,Sinnoh,Murkrow,198,Morning,Day,Night,,,8,17-27
Lost Tower 4F,,Sinnoh,Zubat,41,Morning,Day,Night,,,1,17-27
Love Island,,Kanto,Cleffa,173,,,Night,,,8,13-17
Love Island,,Kanto,Deerling,585,,,Night,,,8,13-17
Love Island,,Kanto,Gloom,44,,,Night,,,3,13-17
Love Island,,Kanto,Igglybuff,174,,,Night,,,8,13-17
Love Island,,Kanto,Meowth,52,,,Night,,,1,13-17
Love Island,,Kanto,Munchlax,446,Morning,Day,Night,,[[Silk Scarf]],9,23-30
Love Island,,Kanto,Oddish,43,,,Night,,,1,13-17
Love Island,,Kanto,Poochyena,261,Morning,Day,Night,,[[Pecha Berry]],3,13-17
Love Island,,Kanto,Woobat,527,,,Night,,,9,13-17
Love Island,,Kanto,Bellossom,182,Morning,Day,,,,6,13-17
Love Island,,Kanto,Happiny,440,Morning,Day,,,[[Oval Stone]],8,13-17
Love Island,,Kanto,Hoppip,187,Morning,Day,Night,,,3,13-17
Love Island,,Kanto,Pichu,172,Morning,Day,,,,8,13-17
Love Island,,Kanto,Ralts,280,Morning,Day,,,[[Twisted Spoon]],9,13-17
Love Island,,Kanto,Togepi,175,Morning,Day,,,[[Shiny Stone]],8,18-21
Love Island,,Kanto,Tyrogue,236,Morning,Day,,,,8,13-17
Love Island,,Kanto,Wynaut,360,Morning,Day,,,,8,13-17
Low Tide Entrance Room,,Hoenn,Golbat,42,Morning,Day,Night,,,4,30-38
Low Tide Entrance Room,,Hoenn,Graveler,75,Morning,Day,Night,,[[Hard Stone]],3,30-38
Low Tide Entrance Room,,Hoenn,Delibird,225,Morning,Day,Night,,[[NeverMeltIce]],5,30-38
Low Tide Entrance Room,,Hoenn,Snorunt,361,Morning,Day,Night,,[[Dawn Stone]],4,30-38
Low Tide Entrance Room,,Hoenn,Spheal,363,Morning,Day,Night,,,6,30-38
Low Tide Entrance Room,,Hoenn,Cubchoo,613,Morning,Day,Night,#FF00BF,,9,30-38
Low Tide Ice Room,,Hoenn,Zubat,41,Morning,Day,Night,,,1,30-38
Low Tide Ice Room,,Hoenn,Golbat,42,Morning,Day,Night,,,3,30-38
Low Tide Ice Room,,Hoenn,Seel,86,Morning,Day,Night,,,1,30-38
Low Tide Ice Room,,Hoenn,Dewgong,87,Morning,Day,Night,,,4,30-38
Low Tide Ice Room,,Hoenn,Snorunt,361,Morning,Day,Night,,[[Dawn Stone]],5,30-38
Low Tide Ice Room,,Hoenn,Spheal,363,Morning,Day,Night,,,4,30-38
Low Tide Ice Room,,Hoenn,Sealeo,364,Morning,Day,Night,,,9,30-38
Memorial Pillar,#FF00BF,Sevii Islands,Hoppip,187,Morning,Day,,,,2,10-14
Memorial Pillar,#FF00BF,Sevii Islands,Pidgey,16,Morning,Day,Night,,,1,10-14
Memorial Pillar,#FF00BF,Sevii Islands,Spearow,21,Morning,Day,Night,,,1,10-14
Memorial Pillar,#FF00BF,Sevii Islands,Wingull,278,Morning,Day,Night,,[[Sharp Beak]],8,10-14
Meteor Falls 1F 1R,,Hoenn,Clefairy,35,Morning,Day,Night,,,3,14-20
Meteor Falls 1F 1R,,Hoenn,Zubat,41,Morning,Day,Night,,,1,14-20
Meteor Falls 1F 1R,,Hoenn,Golbat,42,Morning,Day,Night,,,3,14-20
Meteor Falls 1F 1R,,Hoenn,Geodude,74,Morning,Day,Night,,,1,14-20
Meteor Falls 1F 1R,,Hoenn,Graveler,75,Morning,Day,Night,,[[Hard Stone]],3,14-20
Meteor Falls 1F 1R,,Hoenn,Lunatone,337,,,Night,,[[Hard Stone]],8,14-20
Meteor Falls 1F 1R,,Hoenn,Solrock,338,,Day,,,[[Sun Stone]],8,14-20
Meteor Falls 1F 1R,,Hoenn,Druddigon,621,Morning,Day,Night,#FF00BF,,9,14-20
Meteor Falls 1F 2R,,Hoenn,Clefairy,35,Morning,Day,Night,,,3,14-20
Meteor Falls 1F 2R,,Hoenn,Zubat,41,Morning,Day,Night,,,1,14-20
Meteor Falls 1F 2R,,Hoenn,Golbat,42,Morning,Day,Night,,,5,14-20
Meteor Falls 1F 2R,,Hoenn,Geodude,74,Morning,Day,Night,,,1,14-20
Meteor Falls 1F 2R,,Hoenn,Graveler,75,Morning,Day,Night,,[[Hard Stone]],3,14-20
Meteor Falls 1F 2R,,Hoenn,Onix,95,Morning,Day,Night,,[[Hard Stone]],6,14-20
Meteor Falls 1F 2R,,Hoenn,Lunatone,337,,,Night,,[[Hard Stone]],8,14-20
Meteor Falls 1F 2R,,Hoenn,Solrock,338,,Day,,,[[Sun Stone]],8,14-20
Meteor Falls B1F 1R,,Hoenn,Clefairy,35,Morning,Day,Night,,,3,14-20
Meteor Falls B1F 1R,,Hoenn,Zubat,41,Morning,Day,Night,,,1,14-20
Meteor Falls B1F 1R,,Hoenn,Golbat,42,Morning,Day,Night,,,5,14-20
Meteor Falls B1F 1R,,Hoenn,Geodude,74,Morning,Day,Night,,,1,14-20
Meteor Falls B1F 1R,,Hoenn,Graveler,75,Morning,Day,Night,,[[Hard Stone]],3,14-20
Meteor Falls B1F 1R,,Hoenn,Onix,95,Morning,Day,Night,,[[Hard Stone]],6,14-20
Meteor Falls B1F 1R,,Hoenn,Lunatone,337,,,Night,,[[Hard Stone]],7,14-20
Meteor Falls B1F 1R,,Hoenn,Solrock,338,,Day,,,[[Sun Stone]],7,14-20
Meteor Falls B1F 1R,,Hoenn,Deino,633,Morning,Day,,#FF00BF,,8,25-30
Meteor Falls B1F 2R,,Hoenn,Clefairy,35,Morning,Day,Night,,,4,14-20
Meteor Falls B1F 2R,,Hoenn,Zubat,41,Morning,Day,Night,,,1,14-20
Meteor Falls B1F 2R,,Hoenn,Golbat,42,Morning,Day,Night,,,5,14-20
Meteor Falls B1F 2R,,Hoenn,Geodude,74,Morning,Day,Night,,,1,14-20
Meteor Falls B1F 2R,,Hoenn,Graveler,75,Morning,Day,Night,,[[Hard Stone]],3,14-20
Meteor Falls B1F 2R,,Hoenn,Onix,95,Morning,Day,Night,,[[Hard Stone]],5,14-20
Meteor Falls B1F 2R,,Hoenn,Whismur,293,Morning,Day,Night,,,3,14-20
Meteor Falls B1F 2R,,Hoenn,Lunatone,337,,,Night,,[[Hard Stone]],8,14-20
Meteor Falls B1F 2R,,Hoenn,Solrock,338,,Day,,,[[Sun Stone]],8,14-20
Meteor Falls B1F 2R,,Hoenn,Bagon,371,Morning,Day,Night,#FF00BF,[[Dragon Fang]],8,22-27
Mirage Island Cave,,Hoenn,Aerodactyl,142,Morning,Day,Night,,[[Old Amber]],9,35-40
Mirage Island Cave,,Hoenn,Archen,566,Morning,Day,Night,,,9,35-40
Mirage Island Cave,,Hoenn,Geodude,74,Morning,Day,Night,,[[Lustrous Orb]],2,33-38
Mirage Island Cave,,Hoenn,Golbat,42,Morning,Day,Night,,,1,35-40
Mirage Island Cave,,Hoenn,Graveler,75,Morning,Day,Night,,,2,35-40
Mirage Island Cave,,Hoenn,Onix,95,Morning,Day,Night,,[[Lagging Tail]],5,35-40
Mirage Island Cave,,Hoenn,Quagsire,195,Morning,Day,Night,,,4,35-40
Mirage Island Cave,,Hoenn,Raticate,20,Morning,Day,Night,,,3,35-40
Mirage Island Summit,,Hoenn,Vulpix,37,Morning,Day,Night,,[[Yache Berry]],4,65-70
Mirage Island Summit,,Hoenn,Abra,63,Morning,Day,Night,,[[Twisted Spoon]],5,65-70
Mirage Island Summit,,Hoenn,Mightyena,262,Morning,Day,Night,,[[Passho Berry]],3,65-70
Mirage Island Summit,,Hoenn,Wingull,278,Morning,Day,Night,,[[Shuca Berry]],1,65-70
Mirage Island Summit,,Hoenn,Pelipper,279,Morning,Day,Night,,[[Occa Berry]],2,65-70
Mirage Island Summit,,Hoenn,Wynaut,360,Morning,Day,Night,,[[Smoke Ball]],7,65-70
Mirage Island Summit,,Hoenn,Budew,406,Morning,Day,Night,,[[Sun Stone]],6,65-70
Mirage Island Summit,,Hoenn,Zorua,570,Morning,Day,Night,,[[Black Glasses]],9,65-70
Mirage Island Summit,,Hoenn,Joltik,595,Morning,Day,Night,,[[Silverpowder]],8,65-70
Moon,,Hoenn,Gible,443,Morning,Day,Night,,,8,24-28
Moon,,Hoenn,Togepi,175,Morning,Day,,,,9,10-14
Moon,,Hoenn,Clefairy,35,Morning,Day,Night,,,3,19-23
Moon,,Hoenn,Clefable,36,Morning,Day,Night,,,8,24-28
Moon,,Hoenn,Golbat,42,Morning,Day,Night,,,3,19-23
Moon,,Hoenn,Jigglypuff,39,Morning,Day,Night,,,1,10-14
Moon,,Hoenn,Lunatone,337,Morning,Day,Night,,,6,24-28
Moon,,Hoenn,Solrock,338,Morning,Day,Night,,,6,24-28
Moon,,Hoenn,Wigglytuff,40,Morning,Day,Night,,,5,15-19
Moon,,Hoenn,Zubat,41,Morning,Day,Night,,,1,19-23
Moon B1F,,Hoenn,Elgyem,605,Morning,Day,Night,,,7,23-27
Moon B1F,,Hoenn,Inkay,686,Morning,Day,Night,#FF00BF,,7,15-19
Moon B1F,,Hoenn,Jigglypuff,39,Morning,Day,Night,,,1,10-14
Moon B1F,,Hoenn,Lunatone,337,Morning,Day,Night,,,8,19-23
Moon B1F,,Hoenn,Mr. Mime,122,Morning,Day,Night,,,8,19-23
Moon B1F,,Hoenn,Patrat,504,Morning,Day,Night,,,1,19-23
Moon B1F,,Hoenn,Snubbull,209,Morning,Day,Night,,,5,19-23
Moon B1F,,Hoenn,Solrock,338,Morning,Day,Night,,,8,19-23
Moon B1F,,Hoenn,Wigglytuff,40,Morning,Day,Night,,,5,15-19
Moon 1F,,Hoenn,Igglybuff,174,Morning,Day,Night,#FF00BF,,9,19-23
Moon 1F,,Hoenn,Jigglypuff,39,Morning,Day,Night,,,1,10-14
Moon 1F,,Hoenn,Lunatone,337,Morning,Day,Night,,,8,19-23
Moon 1F,,Hoenn,Mr. Mime,122,Morning,Day,Night,,,8,19-23
Moon 1F,,Hoenn,Patrat,504,Morning,Day,Night,,,1,19-23
Moon 1F,,Hoenn,Solrock,338,Morning,Day,Night,,,8,19-23
Moon 1F,,Hoenn,Wigglytuff,40,Morning,Day,Night,,,5,15-19
Moon 1F,,Hoenn,Zubat,41,Morning,Day,Night,,,1,15-19
Mt. Coronet Center,,Sinnoh,Zubat,41,Morning,Day,Night,,,1,13-17
Mt. Coronet Center,,Sinnoh,Machop,66,Morning,Day,Night,,,2,13-17
Mt. Coronet Center,,Sinnoh,Geodude,74,Morning,Day,Night,,,1,13-17
Mt. Coronet Center,,Sinnoh,Cleffa,173,Morning,Day,Night,,[[Leppa Berry]],8,13-17
Mt. Coronet Center,,Sinnoh,Nosepass,299,Morning,Day,Night,,,8,13-17
Mt. Coronet Center,,Sinnoh,Meditite,307,Morning,Day,Night,,,8,13-17
Mt. Coronet Center,,Sinnoh,Chingling,433,Morning,Day,Night,,,6,13-17
Mt. Coronet Center,,Sinnoh,Bronzor,436,Morning,Day,Night,,,6,13-17
Mt. Coronet North,,Sinnoh,Zubat,41,Morning,Day,Night,,,1,13-17
Mt. Coronet North,,Sinnoh,Machop,66,Morning,Day,Night,,,2,13-17
Mt. Coronet North,,Sinnoh,Geodude,74,Morning,Day,Night,,,1,13-17
Mt. Coronet North,,Sinnoh,Cleffa,173,Morning,Day,Night,,[[Leppa Berry]],8,13-17
Mt. Coronet North,,Sinnoh,Gible,443,Morning,,Night,#FF00BF,,9,5-14
Mt. Coronet South,,Sinnoh,Clefairy,35,Morning,Day,Night,,,3,17-21
Mt. Coronet South,,Sinnoh,Zubat,41,Morning,Day,Night,,,1,17-21
Mt. Coronet South,,Sinnoh,Machop,66,Morning,Day,Night,,,1,17-21
Mt. Coronet South,,Sinnoh,Geodude,74,Morning,Day,Night,,,1,17-21
Mt. Coronet South,,Sinnoh,Cleffa,173,Morning,Day,Night,,[[Leppa Berry]],7,17-21
Mt. Coronet South,,Sinnoh,Nosepass,299,Morning,Day,Night,,,8,17-21
Mt. Coronet South,,Sinnoh,Meditite,307,Morning,Day,Night,,,8,17-21
Mt. Coronet South,,Sinnoh,Chingling,433,Morning,Day,Night,,,6,17-21
Mt. Coronet South,,Sinnoh,Bronzor,436,Morning,Day,Night,,,6,17-21
Mt. Coronet Summit,,Sinnoh,Clefairy,35,Morning,Day,Night,,,5,40-43
Mt. Coronet Summit,,Sinnoh,Golbat,42,Morning,Day,Night,,,1,40-43
Mt. Coronet Summit,,Sinnoh,Machoke,67,Morning,Day,Night,,,2,40-43
Mt. Coronet Summit,,Sinnoh,Noctowl,164,Morning,Day,Night,,,3,40-43
Mt. Coronet Summit,,Sinnoh,Loudred,294,Morning,Day,Night,,,5,40-43
Mt. Coronet Summit,,Sinnoh,Nosepass,299,Morning,Day,Night,,,8,40-43
Mt. Coronet Summit,,Sinnoh,Medicham,308,Morning,Day,,,,9,40-43
Mt. Coronet Summit,,Sinnoh,Absol,359,,,Night,,,9,40-43
Mt. Coronet Summit,,Sinnoh,Chingling,433,Morning,Day,Night,,,6,40-43
Mt. Coronet Summit,,Sinnoh,Bronzong,437,Morning,Day,Night,,,6,40-43
Mt. Coronet Summit,,Sinnoh,Snover,459,Morning,Day,Night,#FF00BF,,8,40-43
Mt. Coronet Summit,,Sinnoh,Abomasnow,460,Morning,Day,Night,,,9,30-34
Mt. Coronet Summit,,Sinnoh,Cubchoo,613,Morning,Day,Night,,,7,40-43
Mt. Coronet Tunnel,,Sinnoh,Clefairy,35,Morning,Day,Night,,,3,39-43
Mt. Coronet Tunnel,,Sinnoh,Golbat,42,Morning,Day,Night,,,1,39-43
Mt. Coronet Tunnel,,Sinnoh,Machoke,67,Morning,Day,Night,,,2,39-43
Mt. Coronet Tunnel,,Sinnoh,Graveler,75,Morning,Day,Night,,,1,39-43
Mt. Coronet Tunnel,,Sinnoh,Medicham,308,Morning,Day,Night,,,9,39-43
Mt. Coronet Tunnel,,Sinnoh,Lunatone,337,Morning,Day,Night,,,8,39-43
Mt. Coronet Tunnel,,Sinnoh,Solrock,338,Morning,Day,Night,,,8,39-43
Mt. Coronet Tunnel,,Sinnoh,Chingling,433,Morning,Day,Night,,,6,39-43
Mt. Coronet Tunnel,,Sinnoh,Bronzor,436,Morning,Day,Night,,[[Metal Coat]],6,39-43
Mt. Coronet Tunnel,,Sinnoh,Noibat,714,Morning,Day,Night,,,9,39-43
Mt. Coronet B1F,,Sinnoh,Clefairy,35,Morning,Day,Night,,,2,33-38
Mt. Coronet B1F,,Sinnoh,Golbat,42,Morning,Day,Night,,,1,33-38
Mt. Coronet B1F,,Sinnoh,Machoke,67,Morning,Day,Night,,,2,33-38
Mt. Coronet B1F,,Sinnoh,Graveler,75,Morning,Day,Night,,,1,33-38
Mt. Coronet B1F,,Sinnoh,Nosepass,299,Morning,Day,Night,,,8,33-38
Mt. Coronet B1F,,Sinnoh,Meditite,307,Morning,Day,Night,,,8,33-38
Mt. Coronet B1F,,Sinnoh,Chingling,433,Morning,Day,Night,,,6,33-38
Mt. Coronet B1F,,Sinnoh,Bronzor,436,Morning,Day,Night,,,6,33-38
Mt. Coronet B1F,,Sinnoh,Roggenrola,524,Morning,Day,Night,#FF00BF,[[Everstone]],9,33-38
Mt. Coronet 2F,,Sinnoh,Golbat,42,Morning,Day,Night,,,1,38-43
Mt. Coronet 2F,,Sinnoh,Machoke,67,Morning,Day,Night,,,2,38-43
Mt. Coronet 2F,,Sinnoh,Graveler,75,Morning,Day,Night,,,1,38-43
